"Taxon Name", "Volume", "Match", "Number of Matches", "Match Number", "Matches", "Scientific Name Authorship", "Canonical Name", "Taxon Rank", "Name According To", "Taxonic Status", "Higher Classification"
"Psilocarphus tenellus", "Volume 19", "yes", "1", "1", "Psilocarphus tenellus Nuttall", "Nuttall", "Psilocarphus tenellus", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Gnaphalieae;Psilocarphus"
"Pterygoneurum kozlovii", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pterygoneurum lamellatum", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Ptychomitrium gardneri", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Ptychostomum meesioides", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Purshia tridentata", "Volume 9", "yes", "1", "1", "Purshia tridentata (Pursh) de Candolle", "(Pursh) de Candolle", "Purshia tridentata", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Dryadoideae;Dryadeae;Purshia"
"Purshia tridentata var. tridentata", "Volume 9", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pyrrocoma carthamoides", "Volume 20", "yes", "1", "1", "Pyrrocoma carthamoides Hooker", "Hooker", "Pyrrocoma carthamoides", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Astereae;Pyrrocoma"
"Pyrrocoma carthamoides var. carthamoides", "Volume 20", "yes", "1", "1", "Pyrrocoma carthamoides Hooker var. carthamoides", "Hooker", "Pyrrocoma carthamoides var. carthamoides", "variety", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Astereae;Pyrrocoma;Pyrrocoma carthamoides"
"Quercus garryana", "Volume 3", "yes", "1", "1", "Quercus garryana Douglas ex Hooker", "Douglas ex Hooker", "Quercus garryana", "species", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Fagales;Fagaceae;Quercoideae;Quercus;Quercus sect. Quercus"
"Quercus garryana var. garryana", "Volume 3", "yes", "1", "1", "Quercus garryana Douglas ex Hooker var. garryana", "Douglas ex Hooker", "Quercus garryana var. garryana", "variety", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Fagales;Fagaceae;Quercoideae;Quercus;Quercus sect. Quercus;Quercus garryana"
"Quercus robur", "Volume 3", "yes", "1", "1", "Quercus robur Linnaeus", "Linnaeus", "Quercus robur", "species", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Fagales;Fagaceae;Quercoideae;Quercus;Quercus sect. Quercus"
"Ranunculus alismifolius", "Volume 3", "yes", "1", "1", "Ranunculus alismifolius Geyer ex Bentham", "Geyer ex Bentham", "Ranunculus alismifolius", "species", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Ranunculeae;Ranunculus;Ranunculus subg. Ranunculus;Ranunculus sect. Flammula"
"Ranunculus alismifolius var. alismifolius", "Volume 3", "yes", "1", "1", "Ranunculus alismifolius Geyer ex Bentham var. alismifolius", "Geyer ex Bentham", "Ranunculus alismifolius var. alismifolius", "variety", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Ranunculeae;Ranunculus;Ranunculus subg. Ranunculus;Ranunculus sect. Flammula;Ranunculus alismifolius"
"Ranunculus aquatilis var. aquatilis", "Volume 3", "yes", "1", "1", "Ranunculus aquatilis Linnaeus", "Linnaeus", "Ranunculus aquatilis var. aquatilis", "variety", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "synonym", "NULL"
"Ranunculus cooleyae", "Volume 3", "yes", "1", "1", "Ranunculus cooleyae Vasey & Rose ex Rose", "Vasey & Rose ex Rose", "Ranunculus cooleyae", "species", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Ranunculeae;Ranunculus;Ranunculus subg. Cyrtorhyncha;Ranunculus sect. Arcteranthis"
"Ranunculus eschscholtzii var. eximius", "Volume 3", "yes", "1", "1", "Ranunculus eschscholtzii var. eximius (Greene) L. Benson", "(Greene) L. Benson", "Ranunculus eschscholtzii var. eximius", "variety", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Ranunculeae;Ranunculus;Ranunculus subg. Ranunculus;Ranunculus sect. Epirotes;Ranunculus eschscholtzii"
"Ranunculus flammula var. flammula", "Volume 3", "yes", "1", "1", "Ranunculus flammula Linnaeus var. flammula", "Linnaeus", "Ranunculus flammula var. flammula", "variety", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Ranunculeae;Ranunculus;Ranunculus subg. Ranunculus;Ranunculus sect. Flammula;Ranunculus flammula"
"Ranunculus glaberrimus var. glaberrimus", "Volume 3", "yes", "1", "1", "Ranunculus glaberrimus Hooker var. glaberrimus", "Hooker", "Ranunculus glaberrimus var. glaberrimus", "variety", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Ranunculeae;Ranunculus;Ranunculus subg. Ranunculus;Ranunculus sect. Epirotes;Ranunculus glaberrimus"
"Ranunculus lobbii", "Volume 3", "yes", "1", "1", "Ranunculus lobbii (Hiern) A. Gray", "(Hiern) A. Gray", "Ranunculus lobbii", "species", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Ranunculeae;Ranunculus;Ranunculus subg. Batrachium"
"Ranunculus occidentalis var. hexasepalus", "Volume 3", "yes", "1", "1", "Ranunculus occidentalis var. hexasepalus L.D. Benson", "L.D. Benson", "Ranunculus occidentalis var. hexasepalus", "variety", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Ranunculeae;Ranunculus;Ranunculus subg. Ranunculus;Ranunculus sect. Ranunculus;Ranunculus occidentalis"
"Ranunculus occidentalis var. occidentalis", "Volume 3", "yes", "1", "1", "Ranunculus occidentalis Nuttall var. occidentalis", "Nuttall", "Ranunculus occidentalis var. occidentalis", "variety", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Ranunculeae;Ranunculus;Ranunculus subg. Ranunculus;Ranunculus sect. Ranunculus;Ranunculus occidentalis"
"Ranunculus orthorhynchus", "Volume 3", "yes", "1", "1", "Ranunculus orthorhynchus Hooker", "Hooker", "Ranunculus orthorhynchus", "species", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Ranunculeae;Ranunculus;Ranunculus subg. Ranunculus;Ranunculus sect. Ranunculus"
"Ranunculus orthorhynchus var. orthorhynchus", "Volume 3", "yes", "1", "1", "Ranunculus orthorhynchus Hooker var. orthorhynchus", "Hooker", "Ranunculus orthorhynchus var. orthorhynchus", "variety", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Ranunculeae;Ranunculus;Ranunculus subg. Ranunculus;Ranunculus sect. Ranunculus;Ranunculus orthorhynchus"
"Ranunculus orthorhynchus var. platyphyllus", "Volume 3", "yes", "1", "1", "Ranunculus orthorhynchus var. platyphyllus A. Gray", "A. Gray", "Ranunculus orthorhynchus var. platyphyllus", "variety", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Ranunculeae;Ranunculus;Ranunculus subg. Ranunculus;Ranunculus sect. Ranunculus;Ranunculus orthorhynchus"
"Ranunculus sardous", "Volume 3", "yes", "1", "1", "Ranunculus sardous Crantz", "Crantz", "Ranunculus sardous", "species", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Ranunculeae;Ranunculus;Ranunculus subg. Ranunculus;Ranunculus sect. Echinella"
"Ranunculus sulphureus", "Volume 3", "yes", "1", "1", "Ranunculus sulphureus Solander", "Solander", "Ranunculus sulphureus", "species", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Ranunculeae;Ranunculus;Ranunculus subg. Ranunculus;Ranunculus sect. Epirotes"
"Ranunculus testiculatus", "Volume 3", "yes", "1", "1", "Ceratocephala testiculata (Crantz) Roth", "Crantz", "Ranunculus testiculatus", "species", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "synonym", "NULL"
"Reseda luteola", "Volume 7", "yes", "1", "1", "Reseda luteola Linnaeus", "Linnaeus", "Reseda luteola", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Resedaceae;Resedeae;Reseda"
"Reseda odorata", "Volume 7", "yes", "1", "1", "Reseda odorata Linnaeus", "Linnaeus", "Reseda odorata", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Resedaceae;Resedeae;Reseda"
"Rhizomnium glabrescens", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Rhodobryum roseum", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Rhododendron macrophyllum", "Volume 8", "yes", "1", "1", "Rhododendron macrophyllum D. Don ex G. Don", "D. Don ex G. Don", "Rhododendron macrophyllum", "species", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Ericales;Ericaceae;Ericoideae;Rhodoreae;Rhododendron"
"Rhytidiadelphus loreus", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Rhytidiadelphus squarrosus", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Ribes acerifolium", "Volume 8", "yes", "1", "1", "Ribes acerifolium T.J. Howell", "T.J. Howell", "Ribes acerifolium", "species", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Saxifraganae;Saxifragales;Grossulariaceae;Ribes"
"Ribes bracteosum", "Volume 8", "yes", "1", "1", "Ribes bracteosum Douglas ex Hooker", "Douglas ex Hooker", "Ribes bracteosum", "species", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Saxifraganae;Saxifragales;Grossulariaceae;Ribes"
"Ribes divaricatum", "Volume 8", "yes", "1", "1", "Ribes divaricatum Douglas", "Douglas", "Ribes divaricatum", "species", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Saxifraganae;Saxifragales;Grossulariaceae;Ribes"
"Ribes divaricatum var. divaricatum", "Volume 8", "yes", "1", "1", "Ribes divaricatum Douglas var. divaricatum", "Douglas", "Ribes divaricatum var. divaricatum", "variety", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Saxifraganae;Saxifragales;Grossulariaceae;Ribes;Ribes divaricatum"
"Ribes lobbii", "Volume 8", "yes", "1", "1", "Ribes lobbii A. Gray", "A. Gray", "Ribes lobbii", "species", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Saxifraganae;Saxifragales;Grossulariaceae;Ribes"
"Ribes montigenum", "Volume 8", "yes", "1", "1", "Ribes montigenum McClatchie", "McClatchie", "Ribes montigenum", "species", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Saxifraganae;Saxifragales;Grossulariaceae;Ribes"
"Ribes oxyacanthoides var. cognatum", "Volume 8", "yes", "1", "1", "Ribes oxyacanthoides var. cognatum (Greene) Morin", "(Greene) Morin", "Ribes oxyacanthoides var. cognatum", "variety", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Saxifraganae;Saxifragales;Grossulariaceae;Ribes;Ribes oxyacanthoides"
"Ribes oxyacanthoides var. irriguum", "Volume 8", "yes", "1", "1", "Ribes oxyacanthoides var. irriguum (Douglas) Janczewski", "(Douglas) Janczewski", "Ribes oxyacanthoides var. irriguum", "variety", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Saxifraganae;Saxifragales;Grossulariaceae;Ribes;Ribes oxyacanthoides"
"Ribes sanguineum", "Volume 8", "yes", "1", "1", "Ribes sanguineum Pursh", "Pursh", "Ribes sanguineum", "species", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Saxifraganae;Saxifragales;Grossulariaceae;Ribes"
"Ribes sanguineum var. sanguineum", "Volume 8", "yes", "1", "1", "Ribes sanguineum Pursh var. sanguineum", "Pursh", "Ribes sanguineum var. sanguineum", "variety", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Saxifraganae;Saxifragales;Grossulariaceae;Ribes;Ribes sanguineum"
"Rorippa curvisiliqua", "Volume 7", "yes", "1", "1", "Rorippa curvisiliqua (Hooker) Bessey ex Britton", "(Hooker) Bessey ex Britton", "Rorippa curvisiliqua", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Cardamineae;Rorippa"
"Rorippa indica", "Volume 7", "yes", "1", "1", "Rorippa indica (Linnaeus) Hiern", "(Linnaeus) Hiern", "Rorippa indica", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Cardamineae;Rorippa"
"Rosa gymnocarpa", "Volume 9", "yes", "1", "1", "Rosa gymnocarpa Nuttall", "Nuttall", "Rosa gymnocarpa", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Roseae;Rosa;Rosa subg. Rosa;Rosa sect. Rosa"
"Rosa gymnocarpa var. gymnocarpa", "Volume 9", "yes", "1", "1", "Rosa gymnocarpa Nuttall var. gymnocarpa", "Nuttall", "Rosa gymnocarpa var. gymnocarpa", "variety", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Roseae;Rosa;Rosa subg. Rosa;Rosa sect. Rosa;Rosa gymnocarpa"
